theme_term,synonym,theme_name,context,Framework
biodiversity,biodiversity,biodiversity,mapped to specific ecosystem services biodiversity biodiversity c onservation soil biodiversity,UNCCD-LDN.pdf
biodiversity,ecosystem,synergy,mapped to specific ecosystem services biodiversity biodiversity c onservation soil biodiversity,UNCCD-LDN.pdf
biodiversity,biodiversity,biodiversity,to specific ecosystem services biodiversity biodiversity c onservation soil biodiversity agrobiodiversity,UNCCD-LDN.pdf
biodiversity,biodiversity,biodiversity,to specific ecosystem services biodiversity biodiversity c onservation soil biodiversity agrobiodiversity,UNCCD-LDN.pdf
biodiversity,ecosystem,synergy,to specific ecosystem services biodiversity biodiversity c onservation soil biodiversity agrobiodiversity,UNCCD-LDN.pdf
biodiversity,water,recycling,biodiversity biodiversity c onservation soil biodiversity agrobiodiversity provisioning services food water,UNCCD-LDN.pdf
biodiversity,biodiversity,biodiversity,biodiversity biodiversity c onservation soil biodiversity agrobiodiversity provisioning services food water,UNCCD-LDN.pdf
biodiversity,biodiversity,biodiversity,biodiversity biodiversity c onservation soil biodiversity agrobiodiversity provisioning services food water,UNCCD-LDN.pdf
water,biodiversity,biodiversity,biodiversity agrobiodiversity provisioning services food water fibre wood products medicinal resources,UNCCD-LDN.pdf
practices,practices,connectivity,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,input reduction,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,connectivity,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,input reduction,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,connectivity,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,input reduction,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,connectivity,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,input reduction,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,connectivity,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,input reduction,land use change unsustainable farming practices unsustainable forestry practices unsustainable mining,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable farming practices unsustainable forestry practices unsustainable mining practices infrastructure design,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,governance,participation,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,governance,participation,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,connectivity,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
practices,practices,input reduction,unsustainable forestry practices unsustainable mining practices infrastructure design urbanization ineffective governance,UNCCD-LDN.pdf
governance,practices,connectivity,practices infrastructure design urbanization ineffective governance land tenure insecurity poor land,UNCCD-LDN.pdf
governance,practices,input reduction,practices infrastructure design urbanization ineffective governance land tenure insecurity poor land,UNCCD-LDN.pdf
waste,ecosystem,synergy,land use planning inappropriate technology waste pollution land degradation natural capital,UNCCD-LDN.pdf
ecosystem,waste,recycling,pollution land degradation natural capital ecosystem services human needsexternal drivers pressures,UNCCD-LDN.pdf
nutrient cycling,cycling,recycling,pressures supporting services primary production nutrient cycling water cycling soil formation modified,UNCCD-LDN.pdf
nutrient cycling,water,recycling,pressures supporting services primary production nutrient cycling water cycling soil formation modified,UNCCD-LDN.pdf
nutrient cycling,cycling,recycling,pressures supporting services primary production nutrient cycling water cycling soil formation modified,UNCCD-LDN.pdf
cycling,water,recycling,supporting services primary production nutrient cycling water cycling soil formation modified,UNCCD-LDN.pdf
cycling,cycling,recycling,supporting services primary production nutrient cycling water cycling soil formation modified,UNCCD-LDN.pdf
cycling,nutrient cycling,recycling,supporting services primary production nutrient cycling water cycling soil formation modified,UNCCD-LDN.pdf
water,cycling,recycling,services primary production nutrient cycling water cycling soil formation modified from,UNCCD-LDN.pdf
water,cycling,recycling,services primary production nutrient cycling water cycling soil formation modified from,UNCCD-LDN.pdf
water,nutrient cycling,recycling,services primary production nutrient cycling water cycling soil formation modified from,UNCCD-LDN.pdf
cycling,water,recycling,primary production nutrient cycling water cycling soil formation modified from dominati,UNCCD-LDN.pdf
cycling,cycling,recycling,primary production nutrient cycling water cycling soil formation modified from dominati,UNCCD-LDN.pdf
cycling,nutrient cycling,recycling,primary production nutrient cycling water cycling soil formation modified from dominati,UNCCD-LDN.pdf
landscape,water,recycling,other national indicator degradation processes landscape modification soil erosion by water,UNCCD-LDN.pdf
water,landscape,synergy,landscape modification soil erosion by water and wind soil surface sealing,UNCCD-LDN.pdf
biomass,biodiversity,biodiversity,c ommunity functioning decline in biomass decline in biodiversity depletion of,UNCCD-LDN.pdf
biodiversity,biomass,recycling,decline in biomass decline in biodiversity depletion of seed bank increase,UNCCD-LDN.pdf
quality,quality,connectivity,modification change in groundwater level quality inherent properties slope orientation soil,UNCCD-LDN.pdf
quality,quality,fairness,modification change in groundwater level quality inherent properties slope orientation soil,UNCCD-LDN.pdf
biodiversity,organic,recycling,and structure subsoil parent material biodiversity manageable properties nutrient levels soil,UNCCD-LDN.pdf
